id,day,hour,min_offset,program,matches_program_time,question_id,question_response,text,additional_id,paid
76,3,,60,clear30-start-soon,true,Then-What,I want to stop cannabis/weed use entirely,"Hey _CLIENTNAME_, you've got 3 days until your Clear30—and since you're planning to leave weed behind for good, here's something valuable to try:

Next time you're smoking, really notice…

⏳ How long the good feeling actually lasts
🤔 Whether it matches your expectations
📉 If there's a moment when it starts feeling like habit more than enjoyment

Capturing these details now helps solidify exactly why you're ready to move on.

If you wanna talk it through or just need support—I'm here, just text back!",,true
77,3,,60,clear30-start-soon,true,Then-What,I don't know right now,"Hey _CLIENTNAME_, you’ve got 3 days until your Clear30—and it's totally fine that you're not sure what's next yet.

Here's something helpful to try: Next time you smoke, gently notice…

🤔 How you feel right before lighting up
🌀 What you're hoping it'll do for you
⏰ How long it actually helps (or doesn't)

Doing this now will help you decide later, once you've experienced life without weed for a bit.

If you wanna talk it out or need anything, I'm right here—just text back!",,true
78,4,,60,clear30-start-soon,true,Then-What,I want to use the same,"You mentioned you're planning to smoke the same amount after your Clear30—I totally get that.

Here’s what lots of people notice after their break:

⏳ Smoking feels more like a choice than a habit
🌤️ Enjoying sessions more (even using the same amount)
🧠 Feeling clearer in between—and less foggy overall

Excited to hear what shifts for you. If you wanna talk goals or have questions, I'm here—just text back!",,true
79,4,,60,clear30-start-soon,true,Then-What,I want to use less or use differently,"You mentioned you're planning to smoke less after your Clear30—nice.

Here’s what lots of people notice after their break:

🎯 Easier control over when and how much they smoke
⚡️ More natural energy day-to-day
🌤️ Enjoying smoking more, even though they're doing it less

Excited to see what you'll notice. If you wanna talk goals or just need support, I'm here—just text back!",,true
80,4,,60,clear30-start-soon,true,Then-What,I want to stop cannabis/weed use entirely,"You mentioned you're fully quitting weed after your Clear30—I actually did the same thing.

Here's how things changed for me:

⏳ Suddenly had a lot more time (days felt longer—in a good way)
🛠️ Changing other habits got easier, too
🧠 Felt sharper—like my brain was running at 100% again

Obviously your experience might be different, but I'm genuinely excited to see what changes for you! Keep me posted.",,true
81,4,,60,clear30-start-soon,true,Then-What,I don't know right now,"You mentioned you're not sure yet how you'll smoke after Clear30—and that's totally normal.

Actually, a lot of people go into Clear30 feeling exactly that way. Here's what they often discover after their break:

🗺️ It's easier to figure out what feels best when weed isn't automatic
🔎 They notice what weed actually does for them (and what it doesn't)
🧩 They get clearer about what role—if any—they want weed to have long-term

Excited for you to explore this. If you wanna talk it through or just need support, I'm here—just text back!
",,true
82,5,,60,clear30-start-soon,true,Break-Reason,Gain Mental Clarity,"💡👴Billionaire Charles Munger solved problems using inverted thinking 

❌ Instead of asking:
 🧐“How can I get mental clarity?”

✅ Flip it and ask:
😵‍💫 “How can I completely fog up my brain?”

📱 Scroll mindlessly
🌑 Stay indoors all day
🍟 Constantly eat junk
🌀 Multitask non-stop

🙃 When you see clearly what causes the problem, solutions become a bit clearer.",,true
83,5,,60,clear30-start-soon,true,Break-Reason,Reduce Anxiety,"💡👴 Billionaire Charles Munger solved problems using inverted thinking.

❌ Instead of asking:
🧐 “How can I reduce my anxiety?”

✅ Flip it and ask:
😰 “How can I make myself as anxious as possible?”

📱 Constantly compare yourself online
☕ Overload on caffeine
🛌 Mess up your sleep schedule
📺 Fill your mind with stressful content

🙃 Once you clearly spot what fuels anxiety, your path to calm becomes a bit clearer.",,true
84,5,,60,clear30-start-soon,true,Break-Reason,Reduce Depression,"💡👴 _CLIENTNAME_, billionaire Charles Munger solved problems using inverted thinking.

❌ Instead of asking:
😊 “How can I feel happier and less depressed?”

✅ Flip it and ask:
😔 “How could I make myself feel as down as possible?”

🛋️ Isolate myself completely
🕳️ Dwell on negative thoughts
🍕 Eat poorly and rarely move
📲 Constantly scroll without purpose

🙃 Once you clearly see what's deepening depression, your path to feeling better becomes a bit clearer.",,true
85,5,,60,clear30-start-soon,true,Break-Reason,Reduce Being Stuck in Own Head,"💡👴 _CLIENTNAME_, billionaire Charles Munger solved problems using inverted thinking.

❌ Instead of asking:
😌 “How can I stop feeling stuck in my own head?”

✅ Flip it and ask:
😵‍💫 “How could I guarantee I stay trapped in my thoughts?”

🛌 Stay indoors, avoid fresh air
🔁 Replay past mistakes on repeat
🙊 Talk to no one about how I'm feeling

🙃 When you clearly see what keeps you trapped, your path to getting unstuck becomes a bit clearer.",,true
86,5,,60,clear30-start-soon,true,Break-Reason,Improve Sleep Quality,"💡👴 _CLIENTNAME_, billionaire Charles Munger solved problems using inverted thinking.

❌ Instead of asking:
😴 “How can I improve my sleep quality?”

✅ Flip it and ask:
🥱 “How could I completely ruin my sleep?”

📱 Stare at screens late into the night
☕ Drink caffeine after 4 PM
🌚 Keep my room bright and noisy
🍕 Eat heavy meals right before bed

🙃 Once you see clearly what's harming your sleep, your path to restful nights becomes a bit clearer.",,true
87,5,,60,clear30-start-soon,true,Break-Reason,Improve Self-Control and Intention,"💡👴 _CLIENTNAME_, billionaire Charles Munger solved problems using inverted thinking.

❌ Instead of asking:
🎯 “How can I improve self-control and intention?”

✅ Flip it and ask:
😵 “How could I completely destroy my self-control?”

📲 Give in to every impulse instantly
🍭 Constantly chase short-term pleasure
🛋️ Avoid setting any goals or structure
🤷‍♂️ Never reflect on choices or outcomes

🙃 Once you clearly see what's sabotaging your self-control, your path to intention becomes a bit clearer.",,true
88,5,,60,clear30-start-soon,true,Break-Reason,Reduce Dependency on Cannabis,"💡👴 _CLIENTNAME_, billionaire Charles Munger solved problems using inverted thinking.

❌ Instead of asking:
🛑 “How can I reduce my dependency on weed?”

✅ Flip it and ask:
😶‍🌫️ “How could I become totally dependent on it?”

🌙 Use it for every tough emotion
🕒 Smoke at predictable times every day
🛋️ Never try alternative ways to relax
🙈 Avoid noticing how weed really makes me feel

🙃 Once you clearly see what deepens dependency, your path to freedom becomes a bit clearer.",,true
89,5,,60,clear30-start-soon,true,Break-Reason,Explore Life Without Cannabis,"💡👴 _CLIENTNAME_, billionaire Charles Munger solved problems using inverted thinking.

❌ Instead of asking:
🌍 “How can I explore life without weed?”

✅ Flip it and ask:
😵‍💫 “How could I make sure I never experience life without it?”

🔄 Keep my routine exactly the same
🙅‍♂️ Refuse to try new experiences sober
🛋️ Avoid people who don’t smoke
🎒 Stay inside my comfort zone at all costs

🙃 Once you clearly see what's holding you back, your path to exploring life weed-free becomes a bit clearer.",,true
90,5,,60,clear30-start-soon,true,Break-Reason,Improve Overall Health,"💡👴 _CLIENTNAME_, billionaire Charles Munger solved problems using inverted thinking.

❌ Instead of asking:
💚 “How can I improve my overall health?”

✅ Flip it and ask:
🤒 “How could I totally wreck my health?”

🍟 Eat junk constantly
🛋️ Rarely move or exercise
🌚 Avoid sunlight and fresh air
😵‍💫 Ignore stress and never take breaks

🙃 Once you clearly see what's hurting your health, your path to feeling better becomes a bit clearer.",,true
91,5,,60,clear30-start-soon,true,Break-Reason,Improve Lung Health,"💡👴 _CLIENTNAME_, billionaire Charles Munger solved problems using inverted thinking.

❌ Instead of asking:
🫁 “How can I improve my lung health?”

✅ Flip it and ask:
😮‍💨 “How could I totally damage my lungs?”

🚬 Smoke or vape constantly
🌫️ Breathe in pollutants regularly
🛋️ Never exercise or move around
🌬️ Avoid fresh air and stay indoors

🙃 Once you clearly see what damages your lungs, your path to stronger breathing becomes a bit clearer",,true
92,5,,60,clear30-start-soon,true,Break-Reason,Increase Productivity,"💡👴 _CLIENTNAME_, billionaire Charles Munger solved problems using inverted thinking.

❌ Instead of asking:
💼 “How can I increase my productivity?”

✅ Flip it and ask:
📉 “How could I become totally unproductive?”

📱 Constantly check notifications
🌀 Multitask nonstop
⏰ Never set priorities or deadlines
🛋️ Delay tasks until I “feel motivated”

🙃 Once you clearly see what's killing your productivity, your path to getting things done becomes a bit clearer.",,true
93,5,,60,clear30-start-soon,true,Break-Reason,Increase Motivation,"💡👴 _CLIENTNAME_, billionaire Charles Munger solved problems using inverted thinking.

❌ Instead of asking:
🚀 “How can I boost my motivation?”

✅ Flip it and ask:
🛌 “How could I completely drain my motivation?”

📱 Scroll mindlessly for hours
🍟 Eat junk food daily
😴 Keep an irregular sleep schedule
🎯 Set goals that feel overwhelming or unclear

🙃 Once you clearly see what's killing your motivation, your path to feeling driven becomes a bit clearer.",,true
94,5,,60,clear30-start-soon,true,Break-Reason,Save Money,"💡👴 _CLIENTNAME_, billionaire Charles Munger solved problems using inverted thinking.

❌ Instead of asking:
“How can I save more money?”

✅ Flip it and ask:
“How could I completely blow my money?”

🛒 Make impulsive buys constantly
🍔 Order takeout instead of cooking
📱 Subscribe to things I barely use
🙈 Avoid tracking my spending entirely

🙃 Once you clearly see what's draining your money, your path to saving more becomes a bit clearer.",,true
95,5,,60,clear30-start-soon,true,Break-Reason,Improve Current Relationships,"💡👴 _CLIENTNAME_, billionaire Charles Munger solved problems using inverted thinking.

❌ Instead of asking:
“How can I improve my relationships?”

✅ Flip it and ask:
“How could I totally ruin my relationships?”

🙊 Avoid communicating clearly
📱 Always stay distracted around others
🙅‍♂️ Never admit when I'm wrong
🙈 Ignore boundaries and personal space

🙃 Once you clearly see what's hurting your relationships, your path to improving them becomes a bit clearer.",,true
96,5,,60,clear30-start-soon,true,Break-Reason,Enhance Social Connections,"💡👴 _CLIENTNAME_, billionaire Charles Munger solved problems using inverted thinking.

❌ Instead of asking:
“How can I feel less lonely and more connected?”

✅ Flip it and ask:
“How could I become as isolated as possible?”

🛋️ Stay home and avoid going out
📱 Scroll instead of reaching out
🙊 Rarely start conversations
🚪 Say no to invites and opportunities

🙃 Once you clearly see what's isolating you, your path to feeling connected becomes a bit clearer.",,true
97,5,,60,clear30-start-soon,true,Break-Reason,Pass Work-Required Drug Test,"💡👴 _CLIENTNAME_, billionaire Charles Munger solved problems using inverted thinking.

❌ Instead of asking:
“How can I make sure I pass my drug test?”

✅ Flip it and ask:
“How could I guarantee that I fail it?”

🚬 Keep smoking or vaping daily
📅 Ignore timelines or testing dates
🥤 Avoid hydrating or preparing
🙈 Assume it’ll all just work out

🙃 Once you clearly see what's setting you up to fail, your path to passing becomes a bit clearer.",,true
98,5,,60,clear30-start-soon,true,Break-Reason,Meet Legal Obligations,"💡👴 _CLIENTNAME_, billionaire Charles Munger solved problems using inverted thinking.

❌ Instead of asking:
“How can I make sure I meet my legal obligations?”

✅ Flip it and ask:
“How could I guarantee I violate them?”

📅 Ignore important dates and deadlines
🚬 Keep using substances I agreed to avoid
📑 Never check in or communicate clearly
🙈 Assume things will work themselves out

🙃 Once you clearly see what's putting you at risk, your path to meeting your obligations becomes a bit clearer.",,true
99,6,,60,clear30-start-soon,true,,,"When people want to improve their lives they usually think about what they can add

💪 ""I should start lifting.""
🧘 ""I need to meditate more.""
💰 ""I gotta make more money.""

But sometimes, real change comes from what you subtract:

📱 Cutting out three hours of doomscrolling before bed
🍗 Dropping the late-night Popeyes binges
⏳ Stopping the cycle of procrastination


Maybe weed is part of that too. Clear30 is your chance to find out.",,true
100,7,,60,clear30-start-soon,true,,,"I felt like one of the best parts about doing a Clear30 was realizing how much it helped me tackle other things in my life...

🛌 Want a better sleep schedule?
You'll already have built the consistency to do it.

🚭 Quitting vaping?
Those craving-management skills totally carry over.

🥗 Eating healthier?
Clear30 taught me to slow down, notice impulses, and choose what actually feels good.

So yeah - it's about a weed break, but afterward there's really no limit to what else you can take on.",,true
101,8,,60,clear30-start-soon,true,,,"Before my clear30 I was chained to my routine. I felt like my life was just 

🥱wake up
👨‍💻work
😮‍💨smoke
😴sleep

But once I started my break I decided to STOP moving like an NPC and started

🫣talking to random people
🚶‍♂️exploring my world
🥳trying new things every day

I'm actually really excitred for you _CLIENTNAME_. It's gonna be cool to see what you end up doing.",,true
102,9,,60,clear30-start-soon,true,,,"One of the things that helped me MOST on my break was understanding WHY I wanted to Clear30. 

When things got tricky—

😅 Cravings HITTING
😮‍💨 Friends SMOKING
⛽️ Weed STARING me down

I got through it by reminding myself exactly WHY I started in the first place.

If you have a moment, dig deep and reconnect with the reason you downloaded Clear30. Need help figuring it out? I'm right here - just text back!",,true
103,10,,60,clear30-start-soon,true,,,"🤔 _CLIENTNAME_, ever feel like it's just not the right time for a break?

📚 ""I have a big test!""
💸 ""It's literally tax season!""
🦶 ""My foot just got run over by a tractor-trailer!""

Fair enough - these might all be legit reasons.
But there's NEVER a perfect time. Sometimes the ""wrong"" time is exactly the right time. 🚦

⏳ Only 10 days until your Clear30 begins!",,true
104,11,,60,clear30-start-soon,true,Break-Reason,Gain Mental Clarity,"I think framing is EVERYTHING as you start your Clear30.

Instead of thinking…

😥💭 “Ugh, no weed for 30 days”

Try this instead:

😁💭 “Imagine how good it'll feel when [personalized goal]”

🕺Picture future _CLIENTNAME_

🥱 Waking up sharp as a tack
😏 Quick comebacks
🗺️ A bright burning memory


If you wanna talk goals or just need support, I'm here - Just text back. ",,true
105,11,,60,clear30-start-soon,true,Break-Reason,Reduce Anxiety,"I think framing is EVERYTHING as you start your Clear30.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future CLIENTNAME

😌 No racing thoughts at midnight
🌊 Calm vibes even when things get hectic
🚶‍♂️ Feeling genuinely chill in social situations

If you wanna talk goals or just need support, I'm here - Just text back.",,true
106,11,,60,clear30-start-soon,true,Break-Reason,Reduce Depression,"I think framing is EVERYTHING as you start your Clear30.

Instead of thinking…

😥💭 “Ugh, no weed for 30 days”

Try this instead:

😁💭 “It'll feel amazing when my mood genuinely lifts again.”

🕺Picture future _CLIENTNAME_

☀️ Actually waking up looking forward to the day
😂 Laughing at stuff and meaning it
🌱 Having energy for things you used to love

If you wanna talk goals or just need support, I'm here - Just text back.",,true
107,11,,60,clear30-start-soon,true,Break-Reason,Reduce Being Stuck in Own Head,"I think framing is EVERYTHING as you start your Clear30.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

🧠 Making decisions without second-guessing
🎧 Being fully present in conversations
🌤️ Quiet mornings—without mental chatter

If you wanna talk through how to get out of your head (or just need support), I'm here—just text back.",,true
108,11,,60,clear30-start-soon,true,Break-Reason,Improve Sleep Quality,"I think framing is EVERYTHING as you start your Clear30.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

🌙 Actually feeling rested when you wake up
🛌 Falling asleep without endless tossing & turning
☕ Not needing 3 coffees just to function

If you wanna chat about sleep—or anything else—I'm here. Just text back.",,true
109,11,,60,clear30-start-soon,true,Break-Reason,Improve Self-Control and Intention,"I think framing is EVERYTHING as you start your Clear30.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

🎯 Finishing stuff you planned (without procrastinating)
🧘‍♂️ Feeling good about saying ""no"" to impulsive decisions
💪 Trusting yourself when you say you'll do something—and actually doing it

If you wanna talk goals, self-control, or just need support, I'm here—just text back.",,true
110,11,,60,clear30-start-soon,true,Break-Reason,Reduce Dependency on Cannabis,"I think framing is EVERYTHING as you start your Clear30.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

🗓️ Going days without even thinking about smoking
🔋 Having energy without relying on weed
🚀 Feeling calm and clear-headed naturally

If you wanna talk about breaking habits or just need support, I'm here - Just text back.",,true
111,11,,60,clear30-start-soon,true,Break-Reason,Explore Life Without Cannabis,"I think framing is EVERYTHING as you start your Clear30.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

🗺️ Enjoying hangouts without needing anything else
🌅 Being fully present (without feeling distracted)
✨ Discovering new interests you didn't expect

If you wanna talk goals or just need support, I'm here - Just text back.",,true
112,11,,60,clear30-start-soon,true,Break-Reason,Improve Overall Health,"I think framing is EVERYTHING as you start your Clear30.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

🏃 Feeling lighter and sharper during the day
🥗 Actually craving stuff that makes you feel good
🌟 Noticing your body thanking you in unexpected ways

If you wanna talk health goals or just need support, I'm here - Just text back.",,true
113,11,,60,clear30-start-soon,true,Break-Reason,Improve Lung Health,"I think framing is EVERYTHING as you start your Clear30.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

🏃‍♂️ Taking deep breaths without coughing
🌬️ Noticing how fresh the air actually feels
🫁 Realizing your lungs aren’t working overtime anymore

If you wanna talk goals or just need support, I'm here - Just text back.",,true
114,11,,60,clear30-start-soon,true,Break-Reason,Increase Productivity,"I think framing is EVERYTHING as you start your Clear30.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

✅ Checking tasks off your list effortlessly
🧠 Staying focused—without zoning out
⚡ Having steady energy throughout the day

If you wanna talk productivity or just need support, I'm here - Just text back.",,true
115,11,,60,clear30-start-soon,true,Break-Reason,Increase Motivation,"I think framing is EVERYTHING as you start your Clear30.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

🚀 Jumping into tasks without hesitation
🎯 Chasing your goals (instead of just talking about them)
⚡ Naturally feeling excited to start your day

If you wanna talk motivation or just need support, I'm here - Just text back.",,true
116,11,,60,clear30-start-soon,true,Break-Reason,Save Money,"I think framing is EVERYTHING as you start your Clear30.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

💸 Seeing extra cash in your bank account
🍽️ Affording nicer dinners (without even planning for it)
🎟️ Spending money on stuff you actually love

If you wanna talk budgeting, goals, or just need support, I'm here - Just text back.",,true
117,11,,60,clear30-start-soon,true,Break-Reason,Improve Current Relationships,"I think framing is EVERYTHING as you start your Clear30.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

😂 Laughing more (and meaning it)
🤝 Feeling more present with friends
📱 Conversations flowing naturally (no second-guessing texts)

If you wanna talk relationships or just need support, I'm here - Just text back.",,true
118,11,,60,clear30-start-soon,true,Break-Reason,Enhance Social Connections,"I think framing is EVERYTHING as you start your Clear30.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

📲 Actually texting people back (and starting convos first)
🤝 Feeling connected even in casual moments
🥳 Saying ""yes"" to invites without second-guessing

If you wanna talk social goals or just need support, I'm here - Just text back.",,true
119,11,,60,clear30-start-soon,true,Break-Reason,Pass Work-Required Drug Test,"I think framing is EVERYTHING as you start your Clear30.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

🧪 No stress when your boss schedules ""random"" testing
🗓️ Peace of mind knowing you’ll pass with flying colors
💼 Feeling confident at work—zero paranoia

If you wanna talk about testing, prep tips, or just need support, I'm here - Just text back.",,true
120,11,,60,clear30-start-soon,true,Break-Reason,Meet Legal Obligations,"I think framing is EVERYTHING as you start your Clear30.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

⚖️ Zero stress about upcoming check-ins
📆 Never worrying about random tests or surprise calls
😌 Feeling genuinely free—not just technically compliant

If you wanna talk goals, staying on track, or just need support, I'm here - Just text back.",,true
121,0,,30,life,true,,,"🎉 Welcome to Clear30 Life!

You're now in the ongoing version of Clear30 - less focused on a strict break, and more about daily support and helpful strategies to level up your life:

⚡ Productivity
🤝 Relationships
😊 Daily happiness

You'll still be able to track your smoking and get support anytime, but now there's even more to explore.

If you have questions or wanna chat, just text back - I'm always here!",end,true
122,0,,60,clear30-start-soon,false,Then-What,I want to use the same,"🥳 The countdown to 4/21 begins _CLIENTNAME_! 

My name is Julian. I'm a very real human being - and I'm here to help you power through your 4/21 break and explore relationship with 🍃

Your break doesn't start for another few days - so in the meantime we'll be sending some messages to get you prepared.

If you're nervous, excited, curious, or just wanna say hi - you can text back!",421,true
123,0,,60,clear30-start-soon,false,Then-What,I want to use less or use differently,"🥳 The countdown to 4/21 begins _CLIENTNAME_!

My name is Julian. I'm a very real human being - and I'm here to help you power through your 4/21 break and improve your relationship with 🍃

Your break doesn't start for another few days - so in the meantime we'll be sending some messages to get you prepared.

If you're nervous, excited, curious, or just wanna say hi - you can text back!",421,true
124,0,,60,clear30-start-soon,false,Then-What,I want to stop cannabis/weed use entirely,"🥳 The countdown to 4/21 begins _CLIENTNAME_!

My name is Julian. I'm a very real human being - and I'm here to help you power through your 4/21 break and QUIT weed.

Your break doesn't start for another few days - so in the meantime we'll be sending some messages to get you prepared.

If you're nervous, excited, curious, or just wanna say hi - you can text back!",421,true
125,0,,60,clear30-start-soon,false,Then-What,I don't know right now,"🥳 The countdown to 4/21 begins _CLIENTNAME_! 

My name is Julian. I'm a very real human being - and I'm here to help you power through your 4/21 break and explore relationship with 🍃

Your break doesn't start for another few days - so in the meantime we'll be sending some messages to get you prepared.

If you're nervous, excited, curious, or just wanna say hi - you can text back!",421,true
126,0,,60,clear30-start-soon,true,,,"Your 4/21 break starts today 🕺

Take a deep breath. You have nothing to lose, and everything to gain.

You've got this _CLIENTNAME_",421,true
127,1,,60,clear30-start-soon,true,,,"🌱✨ _CLIENTNAME_, your 4/21 Weed Break starts tomorrow!

Whether you're enjoying one last smoke today or already geared up to go weed-free - there's no right or wrong way to prepare.

Tomorrow's your fresh start, and you've got a whole community behind you.

It's gonna be awesome :)",421,true
128,2,,60,clear30-start-soon,true,,,"When people want to improve their lives they usually think about what they can add

💪 ""I should start lifting.""
🧘 ""I need to meditate more.""
💰 ""I gotta make more money.""

But sometimes, real change comes from what you subtract:

📱 Cutting out three hours of doomscrolling before bed
🍗 Dropping the late-night Popeyes binges
⏳ Stopping the cycle of procrastination

Maybe weed is part of that too. 4/21 is your chance to find out.",421,true
129,3,,60,clear30-start-soon,true,Break-Reason,Gain Mental Clarity,"I think framing is EVERYTHING as you start your 4/21 break.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

🥱 Waking up sharp as a tack
😏 Quick comebacks
🗺️ A bright burning memory


If you wanna talk goals or just need support, I'm here - Just text back. ",421,true
130,3,,60,clear30-start-soon,true,Break-Reason,Reduce Anxiety,"I think framing is EVERYTHING as you start your 4/21 break.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

😌 No racing thoughts at midnight
🌊 Calm vibes even when things get hectic
🚶‍♂️ Feeling genuinely chill in social situations

If you wanna talk goals or just need support, I'm here - Just text back.",421,true
131,3,,60,clear30-start-soon,true,Break-Reason,Reduce Depression,"I think framing is EVERYTHING as you start your 4/21 break.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

☀️ Actually waking up looking forward to the day
😂 Laughing at stuff and meaning it
🌱 Having energy for things you used to love

If you wanna talk goals or just need support, I'm here - Just text back.",421,true
132,3,,60,clear30-start-soon,true,Break-Reason,Reduce Being Stuck in Own Head,"I think framing is EVERYTHING as you start your 4/21 break.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

🧠 Making decisions without second-guessing
🎧 Being fully present in conversations
🌤️ Quiet mornings—without mental chatter

If you wanna talk through how to get out of your head (or just need support), I'm here—just text back.",421,true
133,3,,60,clear30-start-soon,true,Break-Reason,Improve Sleep Quality,"I think framing is EVERYTHING as you start your 4/21 break.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

🌙 Actually feeling rested when you wake up
🛌 Falling asleep without endless tossing & turning
☕ Not needing 3 coffees just to function

If you wanna chat about sleep—or anything else—I'm here. Just text back.",421,true
134,3,,60,clear30-start-soon,true,Break-Reason,Improve Self-Control and Intention,"I think framing is EVERYTHING as you start your 4/21 break.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

🎯 Finishing stuff you planned (without procrastinating)
🧘‍♂️ Feeling good about saying ""no"" to impulsive decisions
💪 Trusting yourself when you say you'll do something—and actually doing it

If you wanna talk goals, self-control, or just need support, I'm here—just text back.",421,true
135,3,,60,clear30-start-soon,true,Break-Reason,Reduce Dependency on Cannabis,"I think framing is EVERYTHING as you start your 4/21 break.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

🗓️ Going days without even thinking about smoking
🔋 Having energy without relying on weed
🚀 Feeling calm and clear-headed naturally

If you wanna talk about breaking habits or just need support, I'm here - Just text back.",421,true
136,3,,60,clear30-start-soon,true,Break-Reason,Explore Life Without Cannabis,"I think framing is EVERYTHING as you start your 4/21 break.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future __CLIENTNAME__

🗺️ Enjoying hangouts without needing anything else
🌅 Being fully present (without feeling distracted)
✨ Discovering new interests you didn't expect

If you wanna talk goals or just need support, I'm here - Just text back.",421,true
137,3,,60,clear30-start-soon,true,Break-Reason,Improve Overall Health,"I think framing is EVERYTHING as you start your 4/21 break.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

🏃 Feeling lighter and sharper during the day
🥗 Actually craving stuff that makes you feel good
🌟 Noticing your body thanking you in unexpected ways

If you wanna talk health goals or just need support, I'm here - Just text back.",421,true
138,3,,60,clear30-start-soon,true,Break-Reason,Improve Lung Health,"I think framing is EVERYTHING as you start your 4/21 break.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

🏃‍♂️ Taking deep breaths without coughing
🌬️ Noticing how fresh the air actually feels
🫁 Realizing your lungs aren’t working overtime anymore

If you wanna talk goals or just need support, I'm here - Just text back.",421,true
139,3,,60,clear30-start-soon,true,Break-Reason,Increase Productivity,"I think framing is EVERYTHING as you start your 4/21 break.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

✅ Checking tasks off your list effortlessly
🧠 Staying focused—without zoning out
⚡ Having steady energy throughout the day

If you wanna talk productivity or just need support, I'm here - Just text back.",421,true
140,3,,60,clear30-start-soon,true,Break-Reason,Increase Motivation,"I think framing is EVERYTHING as you start your 4/21 break.

Instead of…

😥💭📉 Thinking about what you're giving up (🍃)

😁💭📈 Consider allll that you're gonna gain

🕺Picture future _CLIENTNAME_

🚀 Jumping into tasks without hesitation
🎯 Chasing your goals (instead of just talking about them)
⚡ Naturally feeling excited to start your day

If you wanna talk motivation or just need support, I'm here - Just text back.",421,true
